epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
   13,    24,            20492,            17448,           3044.4,       0.00022516,           55.176,            17448
   13,    25,             9992,           9770.6,           221.35,       6.6103e-05,           14.878,           9770.6
   13,    26,            18044,            17844,           200.27,           45.568,           14.152,            17844
   13,    27,            11313,            11032,           281.09,       0.00012757,           16.766,            11032
   13,    28,           6046.2,           6045.7,          0.50908,       0.00034107,           0.7135,           6045.7
   14,     1,            30395,            28968,           1427.3,           24.793,            37.78,            28968
   14,     2,            10757,           9516.9,           1239.7,           16.892,            35.21,           9516.9
   14,     3,           6440.2,           6439.2,           1.0383,       8.8332e-05,            1.019,           6439.2
   14,     4,            20728,            18446,           2281.9,       0.00049437,           47.769,            18446
   14,     5,             2193,           2188.8,           4.1838,       6.0748e-05,           2.0454,           2188.8
   14,     6,             9945,           9730.9,           214.15,       0.00010827,           14.634,           9730.9
   14,     7,            13372,            12960,           412.09,       0.00024374,             20.3,            12960
   14,     8,           4696.2,           4474.2,           221.98,           3.0143,           14.899,           4474.2
